ID,Population,Service Area,Unlinked Passenger Miles,Passenger Trips,Total Federal Funding,Total State Funding,Total Local Funding,Name,State,FTA Region,Primary UZA Name,Primary UZA Code,Agency Type,Operating,Other Fund Amt,Program Description,Program Type,5309 - Capital Program Amt,Program Description,Program Type,5307 - UAF Amt,Program Description,Program Type,Other FTA Funds Amt,Program Description,Program Type,Usdot Grant Amt,Program Description,Program Type,5303 - FTA Metro Planning Amt,Program Description,Program Type,5308 - FTA Cleans Fuels Amt,Program Description,Program Type,5310 - FTA Capital Invest Amt,Program Description,Program Type,5310 - FTA Operating Assit Amt,Program Description,Program Type,5310 - FTA Capital Oper Amt,Program Description,Program Type,Other FTA Amount,Program Description,Program Type,5316 - FTA Job Access Rev Com,Program Description,Program Type,5311 - FTA Capital Invest Amt,Program Description,Program Type,5311 - FTA Operating Assit Amt,Program Description,Program Type,5311 - FTA Capital Oper Amt,Program Description,Program Type,5317 - FTA Capital Invest Amt,Program Description,Program Type,5317 - FTA Operating Assit Amt,Program Description,Program Type,5317 - FTA Capital Oper Amt,Program Description,Program Type,5320 - FTA Park Transit Amt,Program Description,Program Type,5309 - ARRA Guideway Amt,Program Description,Program Type,5309 - ARRA Capital Amt,Program Description,Program Type,5307 - ARRA UAP Amt,Program Description,Program Type,5307 - ARRA Capital Amt,Program Description,Program Type,5311 - ARRA Other UAP Amt,Program Description,Program Type,5311 - ARRA Other Capital Amt,Program Description,Program Type,ARRA Tigger Amt,Program Description,Program Type,ARRA Tiggger Multimod Discre Fund,Program Description,Program Type,Spent on Intercity - ARRA 5311 grants for operating expenses and,Program Description,Program Type,Spent on Operating - ARRA Other than Urbanized Area Formula fund,Program Description,Program Type,Spent on Operating - ARRA Tribal Transit funds (§5311),Program Description,Program Type,Spent on Operating - FTA Special Needs of Elderly Individuals an,Program Description,Program Type,Spent on Operating - FTA Capital Program funds (§5309),Program Description,Program Type,Spent on Operating - FTA New Freedom Program funds (§5317),Program Description,Program Type,Spent on Operating - FTA Job Access and Reverse Commute Formula,Program Description,Program Type,Spent on Operating - FTA Other than Urbanized Area Formula funds,Program Description,Program Type,Spent on Operating - FTA Alternative Transportation in Parks and,Program Description,Program Type,Spent on Operating - FTA Tribal Transit funds (§5311),Program Description,Program Type,Spent on Intercity - 5311 grants for operating expenses and prov,Program Description,Program Type,Spent on Operating - Other Federal funds,Program Description,Program Type,Spent on Operating - Other FTA funds,Program Description,Program Type,Capital,Other Fund Amt,Program Description,Program Type,5309 - Capital Program Amt,Program Description,Program Type,5307 - UAF Amt,Program Description,Program Type,Other FTA Funds Amt,Program Description,Program Type,Usdot Grant Amt,Program Description,Program Type,5303 - FTA Metro Planning Amt,Program Description,Program Type,5308 - FTA Cleans Fuels Amt,Program Description,Program Type,5310 - FTA Capital Invest Amt,Program Description,Program Type,5310 - FTA Operating Assit Amt,Program Description,Program Type,5310 - FTA Capital Oper Amt,Program Description,Program Type,Other FTA Amount,Program Description,Program Type,5316 - FTA Job Access Rev Com,Program Description,Program Type,5311 - FTA Capital Invest Amt,Program Description,Program Type,5311 - FTA Operating Assit Amt,Program Description,Program Type,5311 - FTA Capital Oper Amt,Program Description,Program Type,5317 - FTA Capital Invest Amt,Program Description,Program Type,5317 - FTA Operating Assit Amt,Program Description,Program Type,5317 - FTA Capital Oper Amt,Program Description,Program Type,5320 - FTA Park Transit Amt,Program Description,Program Type,5309 - ARRA Guideway Amt,Program Description,Program Type,5309 - ARRA Capital Amt,Program Description,Program Type,5307 - ARRA UAP Amt,Program Description,Program Type,5307 - ARRA Capital Amt,Program Description,Program Type,5311 - ARRA Other UAP Amt,Program Description,Program Type,5311 - ARRA Other Capital Amt,Program Description,Program Type,ARRA Tigger Amt,Program Description,Program Type,ARRA Tiggger Multimod Discre Fund,Program Description,Program Type,Spent on Intercity - ARRA 5311 grants for planning and capital e,Program Description,Program Type,Spent on Capital - ARRA Other than Urbanized Area Formula funds,Program Description,Program Type,Spent on Capital - ARRA TIGGER (Greenhouse Gas and Energy Reduct,Program Description,Program Type,Spent on Capital - ARRA Tribal Transit funds (§5311),Program Description,Program Type,Spent on Capital - FTA Special Needs of Elderly Individuals and,Program Description,Program Type,Spent on Capital - FTA Capital Program funds (§5309),Program Description,Program Type,Spent on Capital - FTA New Freedom Program funds (§5317),Program Description,Program Type,Spent on Capital - FTA Job Access and Reverse Commute Formula Pr,Program Description,Program Type,Spent on Capital - FTA Other than Urbanized Area Formula funds (,Program Description,Program Type,Spent on Capital - FTA Alternative Transportation in Parks and P,Program Description,Program Type,Spent on Capital - FTA Tribal Transit funds (§5311),Program Description,Program Type,Spent on Intercity - 5311 grants for planning and capital expens,Program Description,Program Type,Spent on Capital - Other Federal funds,Program Description,Program Type,Spent on Capital - Other FTA funds,Program Description,Program Type
1R06-011,,,,,,,,"Stagecoach Transportation Services, Inc.",VT,6,N/A,N/A,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424912,,ARRA Funds,312502,,ARRA Funds,48767,,ARRA Funds,2227952,,Formula-Based,42115,,Formula-Based,37326,,Formula-Based,448438,,Formula-Based,2108945,,Formula-Based,0,,Other Discretionary Grants,729430,,Formula-Based,1489061,,Formula-Based,717004,,Other Discretionary Grants,273275,,Other Discretionary Grants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323957,,ARRA Funds,5175776,,ARRA Funds,1501321,,ARRA Funds,389426,,ARRA Funds,527606,,Formula-Based,5472216,,Formula-Based,6225,,Formula-Based,357695,,Formula-Based,80437,,Formula-Based,1043085,,Other Discretionary Grants,105701,,Formula-Based,193880,,Formula-Based,573393,,Other Discretionary Grants,297922,,Other Discretionary Grants
1R06-012,,,,,,,,"Vermont Association for the Blind, Inc.",VT,1,N/A,N/A,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162137,,ARRA Funds,804373,,ARRA Funds,18330,,ARRA Funds,1081633,,Formula-Based,28832,,Formula-Based,315499,,Formula-Based,684046,,Formula-Based,3484555,,Formula-Based,0,,Other Discretionary Grants,622661,,Formula-Based,2400844,,Formula-Based,1480915,,Other Discretionary Grants,55277,,Other Discretionary Grants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,686478,,ARRA Funds,8853254,,ARRA Funds,1453721,,ARRA Funds,1400694,,ARRA Funds,610348,,Formula-Based,1303016,,Formula-Based,159,,Formula-Based,250562,,Formula-Based,524706,,Formula-Based,4264288,,Other Discretionary Grants,132358,,Formula-Based,867047,,Formula-Based,2549225,,Other Discretionary Grants,217395,,Other Discretionary Grants
1R06-014,,,,,,,,Green Mountain Community Network,VT,2,N/A,N/A,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175098,,ARRA Funds,587617,,ARRA Funds,55997,,ARRA Funds,2175781,,Formula-Based,45322,,Formula-Based,292583,,Formula-Based,204278,,Formula-Based,2277876,,Formula-Based,0,,Other Discretionary Grants,846568,,Formula-Based,1759779,,Formula-Based,4890314,,Other Discretionary Grants,262887,,Other Discretionary Grants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,779264,,ARRA Funds,4692836,,ARRA Funds,480774,,ARRA Funds,1035618,,ARRA Funds,508948,,Formula-Based,2639175,,Formula-Based,18915,,Formula-Based,457,,Formula-Based,4150678,,Formula-Based,1018739,,Other Discretionary Grants,157856,,Formula-Based,609155,,Formula-Based,1420501,,Other Discretionary Grants,241545,,Other Discretionary Grants
1R06-017,,,,,,,,"Advance Transit, Inc.",VT,5,N/A,N/A,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445122,,ARRA Funds,230084,,ARRA Funds,49567,,ARRA Funds,137390,,Formula-Based,55420,,Formula-Based,122395,,Formula-Based,857594,,Formula-Based,5648217,,Formula-Based,0,,Other Discretionary Grants,460683,,Formula-Based,1213088,,Formula-Based,5097501,,Other Discretionary Grants,178617,,Other Discretionary Grants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44836,,ARRA Funds,8165401,,ARRA Funds,942482,,ARRA Funds,980493,,ARRA Funds,659524,,Formula-Based,4619925,,Formula-Based,11063,,Formula-Based,54938,,Formula-Based,3944040,,Formula-Based,3845053,,Other Discretionary Grants,161387,,Formula-Based,742479,,Formula-Based,1636614,,Other Discretionary Grants,29947,,Other Discretionary Grants
1R07-001,,,,,,,,Rhode Island Public Transit Authority,RI,3,N/A,N/A,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274008,,ARRA Funds,746611,,ARRA Funds,11843,,ARRA Funds,1109373,,Formula-Based,142720,,Formula-Based,135954,,Formula-Based,375103,,Formula-Based,3783815,,Formula-Based,0,,Other Discretionary Grants,413064,,Formula-Based,1303981,,Formula-Based,2991547,,Other Discretionary Grants,215482,,Other Discretionary Grants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64159,,ARRA Funds,9492918,,ARRA Funds,1543238,,ARRA Funds,537620,,ARRA Funds,91165,,Formula-Based,2273204,,Formula-Based,6051,,Formula-Based,181230,,Formula-Based,3728488,,Formula-Based,3042139,,Other Discretionary Grants,180293,,Formula-Based,244791,,Formula-Based,269116,,Other Discretionary Grants,170120,,Other Discretionary Grants
1T01-001,,,,,,,,Houlton Band of Maliseet Indians,ME,6,N/A,N/A,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,707759,,ARRA Funds,442601,,ARRA Funds,54876,,ARRA Funds,568506,,Formula-Based,26241,,Formula-Based,246535,,Formula-Based,141941,,Formula-Based,6170815,,Formula-Based,0,,Other Discretionary Grants,200381,,Formula-Based,854641,,Formula-Based,1375402,,Other Discretionary Grants,67155,,Other Discretionary Grants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357248,,ARRA Funds,9969105,,ARRA Funds,692173,,ARRA Funds,171331,,ARRA Funds,398287,,Formula-Based,6488879,,Formula-Based,10767,,Formula-Based,242523,,Formula-Based,2386197,,Formula-Based,249938,,Other Discretionary Grants,6205,,Formula-Based,763904,,Formula-Based,2685021,,Other Discretionary Grants,207091,,Other Discretionary Grants
2R01-001,,,,,,,,TOWNSHIP OF WEST MILFORD,NJ,3,N/A,N/A,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207979,,ARRA Funds,542947,,ARRA Funds,49395,,ARRA Funds,2185308,,Formula-Based,35413,,Formula-Based,133276,,Formula-Based,252332,,Formula-Based,2934177,,Formula-Based,0,,Other Discretionary Grants,527555,,Formula-Based,2671214,,Formula-Based,4585149,,Other Discretionary Grants,74923,,Other Discretionary Grants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717425,,ARRA Funds,3814111,,ARRA Funds,1676917,,ARRA Funds,1401966,,ARRA Funds,366792,,Formula-Based,3753462,,Formula-Based,6859,,Formula-Based,343862,,Formula-Based,2890845,,Formula-Based,1286450,,Other Discretionary Grants,132263,,Formula-Based,1327764,,Formula-Based,1055295,,Other Discretionary Grants,294676,,Other Discretionary Grants
2R01-002,,,,,,,,COUNTY OF ATLANTIC,NJ,3,N/A,N/A,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,641819,,ARRA Funds,840777,,ARRA Funds,33660,,ARRA Funds,2163708,,Formula-Based,71406,,Formula-Based,23635,,Formula-Based,143524,,Formula-Based,1798886,,Formula-Based,0,,Other Discretionary Grants,384027,,Formula-Based,2459540,,Formula-Based,780416,,Other Discretionary Grants,232920,,Other Discretionary Grants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466316,,ARRA Funds,5243586,,ARRA Funds,63016,,ARRA Funds,103284,,ARRA Funds,430638,,Formula-Based,6877792,,Formula-Based,22361,,Formula-Based,490341,,Formula-Based,808727,,Formula-Based,13490,,Other Discretionary Grants,173015,,Formula-Based,1040704,,Formula-Based,3384178,,Other Discretionary Grants,52188,,Other Discretionary Grants
2R01-004,,,,,,,,SENIOR CITIZENS UNITED COMMUNITY SERVICES OF CAMDEN,NJ,0,N/A,N/A,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504381,,ARRA Funds,47300,,ARRA Funds,15809,,ARRA Funds,475358,,Formula-Based,158019,,Formula-Based,307527,,Formula-Based,611267,,Formula-Based,4772804,,Formula-Based,0,,Other Discretionary Grants,371895,,Formula-Based,2479334,,Formula-Based,1607348,,Other Discretionary Grants,71697,,Other Discretionary Grants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631688,,ARRA Funds,3967303,,ARRA Funds,269518,,ARRA Funds,1279011,,ARRA Funds,557439,,Formula-Based,2232554,,Formula-Based,6835,,Formula-Based,384219,,Formula-Based,3788296,,Formula-Based,580915,,Other Discretionary Grants,113149,,Formula-Based,81895,,Formula-Based,3362197,,Other Discretionary Grants,263326,,Other Discretionary Grants
2R01-005,,,,,,,,CAPE MAY COUNTY FARE FREE TRANSPORTATION,NJ,7,N/A,N/A,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305459,,ARRA Funds,793434,,ARRA Funds,14970,,ARRA Funds,2180307,,Formula-Based,114573,,Formula-Based,139388,,Formula-Based,614338,,Formula-Based,3929832,,Formula-Based,0,,Other Discretionary Grants,59901,,Formula-Based,1360443,,Formula-Based,1750096,,Other Discretionary Grants,247661,,Other Discretionary Grants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369319,,ARRA Funds,8954571,,ARRA Funds,664255,,ARRA Funds,868518,,ARRA Funds,453992,,Formula-Based,641715,,Formula-Based,18544,,Formula-Based,207489,,Formula-Based,2490157,,Formula-Based,2665225,,Other Discretionary Grants,80737,,Formula-Based,163883,,Formula-Based,740049,,Other Discretionary Grants,134818,,Other Discretionary Grants
2R01-006,,,,,,,, CUMBERLAND AREA TRANSIT SYSTEM,NJ,5,N/A,N/A,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569798,,ARRA Funds,154234,,ARRA Funds,55543,,ARRA Funds,1587385,,Formula-Based,103019,,Formula-Based,132989,,Formula-Based,656969,,Formula-Based,1580777,,Formula-Based,0,,Other Discretionary Grants,287728,,Formula-Based,454969,,Formula-Based,5540890,,Other Discretionary Grants,60433,,Other Discretionary Grants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324284,,ARRA Funds,9527474,,ARRA Funds,1635811,,ARRA Funds,350569,,ARRA Funds,74667,,Formula-Based,5036227,,Formula-Based,27940,,Formula-Based,320415,,Formula-Based,4029695,,Formula-Based,1973495,,Other Discretionary Grants,46042,,Formula-Based,1330587,,Formula-Based,3505866,,Other Discretionary Grants,249624,,Other Discretionary Grants
2R01-007,,,,,,,,GLOUCESTER COUNTY DIVISION OF TRANSPORTATION SERVICES,NJ,10,N/A,N/A,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350572,,ARRA Funds,730883,,ARRA Funds,42374,,ARRA Funds,1389833,,Formula-Based,177128,,Formula-Based,220126,,Formula-Based,702965,,Formula-Based,3524953,,Formula-Based,0,,Other Discretionary Grants,362893,,Formula-Based,870255,,Formula-Based,4061402,,Other Discretionary Grants,238480,,Other Discretionary Grants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272278,,ARRA Funds,1743742,,ARRA Funds,880660,,ARRA Funds,1261342,,ARRA Funds,280812,,Formula-Based,5917556,,Formula-Based,24050,,Formula-Based,218400,,Formula-Based,1847339,,Formula-Based,1446436,,Other Discretionary Grants,53102,,Formula-Based,264191,,Formula-Based,2318078,,Other Discretionary Grants,26797,,Other Discretionary Grants
2R01-009,,,,,,,,MONMOUTH COUNTY DIVISION OF TRANSPORTATION,NJ,2,N/A,N/A,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,744610,,ARRA Funds,447184,,ARRA Funds,28516,,ARRA Funds,1693286,,Formula-Based,140941,,Formula-Based,155678,,Formula-Based,743934,,Formula-Based,2770164,,Formula-Based,0,,Other Discretionary Grants,318562,,Formula-Based,1923503,,Formula-Based,571167,,Other Discretionary Grants,200985,,Other Discretionary Grants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395497,,ARRA Funds,10154258,,ARRA Funds,1333611,,ARRA Funds,575948,,ARRA Funds,458,,Formula-Based,6189539,,Formula-Based,8005,,Formula-Based,460427,,Formula-Based,1957958,,Formula-Based,2189731,,Other Discretionary Grants,53315,,Formula-Based,207871,,Formula-Based,2395096,,Other Discretionary Grants,320535,,Other Discretionary Grants
2R01-013,,,,,,,,SUSSEX COUNTY TRANSIT,NJ,8,N/A,N/A,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405336,,ARRA Funds,738585,,ARRA Funds,30794,,ARRA Funds,2511101,,Formula-Based,58788,,Formula-Based,178635,,Formula-Based,626275,,Formula-Based,5737806,,Formula-Based,0,,Other Discretionary Grants,848720,,Formula-Based,1309018,,Formula-Based,1617319,,Other Discretionary Grants,241619,,Other Discretionary Grants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,644254,,ARRA Funds,2473678,,ARRA Funds,1553871,,ARRA Funds,485522,,ARRA Funds,588784,,Formula-Based,3821893,,Formula-Based,25623,,Formula-Based,244318,,Formula-Based,4068453,,Formula-Based,4265112,,Other Discretionary Grants,157294,,Formula-Based,873897,,Formula-Based,2058079,,Other Discretionary Grants,9257,,Other Discretionary Grants
2R01-014,,,,,,,,WARREN COUNTY,NJ,9,N/A,N/A,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126222,,ARRA Funds,197868,,ARRA Funds,30137,,ARRA Funds,2087096,,Formula-Based,78330,,Formula-Based,256439,,Formula-Based,143184,,Formula-Based,3861520,,Formula-Based,0,,Other Discretionary Grants,754753,,Formula-Based,65304,,Formula-Based,3935569,,Other Discretionary Grants,24963,,Other Discretionary Grants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361435,,ARRA Funds,5731891,,ARRA Funds,656667,,ARRA Funds,473258,,ARRA Funds,644810,,Formula-Based,5795619,,Formula-Based,18685,,Formula-Based,41773,,Formula-Based,3140940,,Formula-Based,1600182,,Other Discretionary Grants,14550,,Formula-Based,903503,,Formula-Based,661250,,Other Discretionary Grants,58562,,Other Discretionary Grants
2R01-015,,,,,,,,SALEM COUNTY,NJ,9,N/A,N/A,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499440,,ARRA Funds,221206,,ARRA Funds,56176,,ARRA Funds,372775,,Formula-Based,205521,,Formula-Based,150255,,Formula-Based,228651,,Formula-Based,3688463,,Formula-Based,0,,Other Discretionary Grants,887734,,Formula-Based,917902,,Formula-Based,5304688,,Other Discretionary Grants,219467,,Other Discretionary Grants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,766157,,ARRA Funds,6548964,,ARRA Funds,1697820,,ARRA Funds,1595282,,ARRA Funds,657885,,Formula-Based,6880189,,Formula-Based,15665,,Formula-Based,88668,,Formula-Based,3688117,,Formula-Based,2708979,,Other Discretionary Grants,61080,,Formula-Based,756802,,Formula-Based,2161334,,Other Discretionary Grants,149408,,Other Discretionary Grants
2R01-019,,,,,,,,County of Hunterdon,NJ,0,N/A,N/A,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73701,,ARRA Funds,466053,,ARRA Funds,25744,,ARRA Funds,862718,,Formula-Based,91176,,Formula-Based,89489,,Formula-Based,186281,,Formula-Based,3483817,,Formula-Based,0,,Other Discretionary Grants,670015,,Formula-Based,2662157,,Formula-Based,524730,,Other Discretionary Grants,38102,,Other Discretionary Grants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,741794,,ARRA Funds,10589721,,ARRA Funds,1794958,,ARRA Funds,747854,,ARRA Funds,691602,,Formula-Based,5813331,,Formula-Based,25013,,Formula-Based,141547,,Formula-Based,792766,,Formula-Based,852308,,Other Discretionary Grants,141346,,Formula-Based,1338828,,Formula-Based,393414,,Other Discretionary Grants,177618,,Other Discretionary Grants
2R01-020,,,,,,,,County of Mercer,NJ,0,N/A,N/A,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60522,,ARRA Funds,8082,,ARRA Funds,40035,,ARRA Funds,2526401,,Formula-Based,54852,,Formula-Based,221437,,Formula-Based,776622,,Formula-Based,4211541,,Formula-Based,0,,Other Discretionary Grants,266404,,Formula-Based,1107126,,Formula-Based,2461215,,Other Discretionary Grants,10656,,Other Discretionary Grants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,766135,,ARRA Funds,2810050,,ARRA Funds,260436,,ARRA Funds,1345863,,ARRA Funds,580654,,Formula-Based,5157650,,Formula-Based,20451,,Formula-Based,490917,,Formula-Based,3035402,,Formula-Based,3424082,,Other Discretionary Grants,153486,,Formula-Based,956938,,Formula-Based,969129,,Other Discretionary Grants,75128,,Other Discretionary Grants
2R01-021,,,,,,,,County of Morris,NJ,2,N/A,N/A,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263696,,ARRA Funds,861148,,ARRA Funds,39356,,ARRA Funds,1936005,,Formula-Based,203485,,Formula-Based,300361,,Formula-Based,303730,,Formula-Based,5708182,,Formula-Based,0,,Other Discretionary Grants,681550,,Formula-Based,2388960,,Formula-Based,5049821,,Other Discretionary Grants,133207,,Other Discretionary Grants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396520,,ARRA Funds,5915740,,ARRA Funds,1597301,,ARRA Funds,35352,,ARRA Funds,140949,,Formula-Based,5930032,,Formula-Based,18787,,Formula-Based,381253,,Formula-Based,3647530,,Formula-Based,391767,,Other Discretionary Grants,112822,,Formula-Based,1065165,,Formula-Based,246495,,Other Discretionary Grants,244966,,Other Discretionary Grants
2R01-022,,,,,,,,County of Burlington,NJ,8,N/A,N/A,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181765,,ARRA Funds,294330,,ARRA Funds,6993,,ARRA Funds,1639902,,Formula-Based,116203,,Formula-Based,237090,,Formula-Based,799175,,Formula-Based,789713,,Formula-Based,0,,Other Discretionary Grants,816908,,Formula-Based,1877749,,Formula-Based,3822322,,Other Discretionary Grants,255117,,Other Discretionary Grants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129734,,ARRA Funds,117324,,ARRA Funds,887104,,ARRA Funds,64286,,ARRA Funds,314176,,Formula-Based,5866037,,Formula-Based,17533,,Formula-Based,178122,,Formula-Based,2988776,,Formula-Based,1664507,,Other Discretionary Grants,156913,,Formula-Based,332411,,Formula-Based,3499456,,Other Discretionary Grants,304963,,Other Discretionary Grants
2R01-023,,,,,,,,Somerset County Transportation,NJ,9,N/A,N/A,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302682,,ARRA Funds,767689,,ARRA Funds,12540,,ARRA Funds,1833757,,Formula-Based,33222,,Formula-Based,244977,,Formula-Based,275605,,Formula-Based,2794843,,Formula-Based,0,,Other Discretionary Grants,333492,,Formula-Based,1272694,,Formula-Based,292946,,Other Discretionary Grants,28523,,Other Discretionary Grants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452916,,ARRA Funds,4806873,,ARRA Funds,1411095,,ARRA Funds,45308,,ARRA Funds,20341,,Formula-Based,4950535,,Formula-Based,26380,,Formula-Based,467203,,Formula-Based,652547,,Formula-Based,2394908,,Other Discretionary Grants,78985,,Formula-Based,1051623,,Formula-Based,3222526,,Other Discretionary Grants,84051,,Other Discretionary Grants
